Frequency (MHz),Power (Watts),Error Time (s),Error Distance,Hamming Distance,Error Iterations Since Last Error
3075,81.82,0.04822826400000224,13443376840292121600,93,1
3075,81.29,0.05575607099999047,11081344368167485440,94,1
3075,81.29,0.04429441700000325,11969424271721103360,110,1
3075,81.29,0.043764621999997644,13062567541309308928,89,1
3075,81.29,0.04238746200000776,13397294125804814336,87,1
3075,81.29,0.04349301299998842,1624515219894435840,81,1
3075,80.16,0.04861332200000845,11956617204422934528,112,1
3075,80.16,0.0439992430000018,10162829954705391616,84,1
3075,81.72,0.043225938999995606,3630033243385233408,130,1
3075,81.72,0.04444391500000222,18370077317118427136,108,1
3075,81.42,0.04244210000000237,12631066419041665024,109,1
3075,81.42,0.044314200999991726,16187353278130683904,115,1
3075,80.64,0.04566478600000323,2457927472726278144,109,1
3075,80.64,0.041973339999998416,11985802648900993024,95,1
3075,80.64,0.04223406799999907,6988012118414327808,91,1
3075,81.74,0.0420714079999982,10924316543617073152,118,1
3075,81.74,0.04176344600000448,1800340354773286912,101,1
3075,81.81,0.042021782999995594,11979187969379401728,88,1
3075,81.81,0.04202946800000973,3417220569475579904,104,1
3075,81.82,0.04239277799999286,6724498753519878144,103,1
3075,81.82,0.04458985000000837,15715117394749685760,123,1
3075,81.82,0.0420721089999887,16352455848287272960,103,1
3075,81.83,0.04210725200000809,1843977749187526656,130,1
3075,81.83,0.042410003999989954,2217398323023708160,105,1
3075,81.85,0.041613922999999886,4056634992558211072,123,1
3075,81.85,0.04176723800000559,6938059119142633472,93,1
3075,81.90,0.044035997999998244,4042411677273161728,111,1
2640,81.90,0.0434368749999976,10265022954176249856,90,1
3075,82.24,0.2109430140000086,4773885953990459392,123,10
3075,81.73,0.04493353200000172,16610973109648228352,103,1
3075,81.73,0.04229882299999588,15927287958573678592,89,1
